Шифра општине,,Број бирачког места,adress,Број примљених гласачких листића,Број неупотребљених гласачких листића,Број бирача уписаних у бирачки списак,Број бирача који су изашли на изборе,Број бирача који су гласали,Број неважећих гласачких листића,Број важећих гласачких листића,Томислав Николић ,Борис Тадић
70084,Бела Паланка,23,,190,78,191,112,112,8,104,48,56
70084,Бела Паланка,24,,155,73,155,82,82,0,82,52,30
70084,Бела Паланка,25,,264,136,264,128,128,4,124,99,25
70084,Бела Паланка,26,,156,114,156,42,42,1,41,25,16
70084,Бела Паланка,27,,447,305,447,142,142,1,141,104,37
70084,Бела Паланка,28,,188,137,188,51,51,0,51,28,23
70084,Бела Паланка,29,,116,52,116,64,64,1,63,43,20
70084,Бела Паланка,30,,369,223,369,146,146,2,144,99,45
70084,Бела Паланка,31,,124,84,124,40,40,0,40,31,9
70084,Бела Паланка,32,,137,45,137,92,92,3,89,55,34
70084,Бела Паланка,33,,102,38,102,64,64,1,63,21,42
70084,Бела Паланка,34,,425,256,425,169,169,2,167,135,32
70084,Бела Паланка,35,,221,109,221,112,112,2,110,74,36
70084,Бела Паланка,36,,194,97,194,97,97,1,96,50,46
70084,Бела Паланка,37,,173,85,173,88,88,6,82,54,28
,Бела Паланка,,,11131,5598,11135,5533,5533,119,5414,3251,2163
70092,Барајево,1,,708,417,708,291,291,4,287,128,159
70092,Барајево,2,,1790,937,1790,853,853,10,843,437,406
70092,Барајево,3,,472,261,472,211,211,1,210,128,82
70092,Барајево,4,,579,313,579,266,266,2,264,163,101
70092,Барајево,5,,700,417,700,283,283,3,280,135,145
70092,Барајево,6,,718,394,718,324,324,4,320,186,134
70092,Барајево,7,,870,422,870,448,448,6,442,247,195
70092,Барајево,8,,638,266,638,372,372,6,366,162,204
70092,Барајево,9,,684,370,684,314,314,4,310,176,134
70092,Барајево,10,,731,354,731,377,377,12,365,207,158
70092,Барајево,11,,1166,636,1166,530,530,7,523,234,289
70092,Барајево,12,,1059,520,1059,539,539,10,529,256,273
70092,Барајево,13,,769,386,769,383,383,4,379,234,145
70092,Барајево,14,,601,323,601,278,278,0,278,160,118
70092,Барајево,15,,616,327,616,289,289,8,281,167,114
70092,Барајево,16,,559,311,559,248,247,8,239,140,99
70092,Барајево,17,,467,235,467,232,232,0,232,114,118
70092,Барајево,18,,1589,901,1589,688,688,15,673,341,332
70092,Барајево,19,,649,350,649,299,299,2,297,171,126
70092,Барајево,20,,1150,655,1150,495,495,5,490,271,219
70092,Барајево,21,,413,231,413,182,182,4,178,118,60
70092,Барајево,22,,614,341,614,273,273,4,269,150,119
70092,Барајево,23,,528,322,528,206,206,2,204,128,76
70092,Барајево,24,,1606,801,1606,805,805,5,800,488,312
70092,Барајево,25,,416,218,416,198,198,0,198,90,108
70092,Барајево,26,,599,350,599,249,249,8,241,103,138
,Барајево,,,20691,11058,20691,9633,9632,134,9498,5134,4364
70106,Вождовац,1,,2101,1141,2102,960,959,15,944,396,548
70106,Вождовац,2,,1381,617,1381,764,764,6,758,243,515
70106,Вождовац,3,,1334,597,1334,737,737,10,727,249,478
70106,Вождовац,4,,1268,613,1269,655,654,9,645,220,425
70106,Вождовац,5,,1768,952,1765,816,816,11,805,285,520
70106,Вождовац,6,,1368,655,1368,713,713,22,691,231,460
70106,Вождовац,7,,1889,864,1889,1025,1025,12,1013,404,609
70106,Вождовац,8,,2407,1154,2407,1253,1251,9,1242,412,830
70106,Вождовац,9,,2424,1185,2424,1239,1239,19,1220,465,755
70106,Вождовац,10,,1619,844,1619,775,775,19,756,302,454
70106,Вождовац,11,,957,458,960,499,499,6,493,189,304
70106,Вождовац,12,,1269,573,1269,696,696,8,688,263,425
70106,Вождовац,13,,1389,763,1389,626,626,10,616,243,373
70106,Вождовац,14,,1277,652,1277,625,623,6,617,149,468
70106,Вождовац,15,,1650,841,1650,809,809,12,797,259,538
70106,Вождовац,16,,1642,823,1642,819,819,24,795,263,532
70106,Вождовац,17,,1180,597,1180,583,583,5,578,158,420
70106,Вождовац,18,,1993,1008,1993,985,985,11,974,234,740
70106,Вождовац,19,,2055,960,2055,1095,1094,21,1073,264,809
70106,Вождовац,20,,2515,1301,2465,1214,1212,14,1198,336,862
70106,Вождовац,21,,2151,1066,2151,1085,1085,12,1073,344,729
70106,Вождовац,22,,2042,1061,2042,981,981,5,976,244,732
70106,Вождовац,23,,2106,1071,2106,1035,1033,15,1018,295,723
70106,Вождовац,24,,1264,626,1264,638,638,14,624,171,453
70106,Вождовац,25,,1101,634,1101,467,467,6,461,161,300
70106,Вождовац,26,,1202,637,1201,565,565,7,558,161,397
70106,Вождовац,27,,1425,680,1425,745,745,11,734,186,548
70106,Вождовац,28,,1761,936,1761,825,825,6,819,232,587
70106,Вождовац,29,,1720,920,1720,800,800,14,786,252,534
70106,Вождовац,30,,1919,1004,1919,915,912,11,901,280,621
70106,Вождовац,31,,1949,947,1949,1002,1002,16,986,273,713
70106,Вождовац,32,,2299,1192,2299,1107,1106,10,1096,377,719
70106,Вождовац,33,,2159,1110,2159,1049,1049,12,1037,332,705
70106,Вождовац,34,,2086,1045,2086,1041,1041,18,1023,302,721
70106,Вождовац,35,,1911,926,1911,985,985,11,974,323,651
70106,Вождовац,36,,2325,1102,2325,1223,1223,12,1211,336,875
70106,Вождовац,37,,2454,1083,2453,1371,1369,14,1355,346,1009
70106,Вождовац,38,,1923,1237,1923,686,686,15,671,296,375
70106,Вождовац,39,,1816,993,1816,823,822,10,812,267,545
70106,Вождовац,40,,1994,1125,1994,869,869,18,851,334,517
70106,Вождовац,41,,2329,1186,2329,1143,1143,5,1138,425,713
70106,Вождовац,42,,2065,1080,2065,985,983,12,971,353,618
70106,Вождовац,43,,1582,797,1582,785,785,11,774,270,504
70106,Вождовац,44,,1459,762,1459,697,697,7,690,288,402
70106,Вождовац,45,,1363,695,1363,668,668,9,659,251,408
70106,Вождовац,46,,2404,1445,2404,959,958,13,945,361,584
70106,Вождовац,47,,2108,1045,2108,1063,1063,16,1047,384,663
70106,Вождовац,48,,2162,1180,2164,982,982,11,971,377,594
70106,Вождовац,49,,2187,1164,2187,1023,1022,8,1014,426,588
70106,Вождовац,50,,2191,1189,2191,1002,1002,15,987,388,599
70106,Вождовац,51,,2463,1279,2463,1184,1184,18,1166,481,685
70106,Вождовац,52,,1563,736,1563,827,826,7,819,307,512
70106,Вождовац,53,,2203,1008,2203,1195,1195,19,1176,387,789
70106,Вождовац,54,,1960,1011,1961,949,949,10,939,367,572
70106,Вождовац,55,,2298,1149,2294,1149,1149,21,1128,481,647
70106,Вождовац,56,,2458,1301,2458,1157,1157,17,1140,460,680
70106,Вождовац,57,,1683,854,1683,829,829,12,817,394,423
70106,Вождовац,58,,1536,881,1536,655,654,4,650,324,326
70106,Вождовац,59,,1398,661,1398,737,736,12,724,301,423
70106,Вождовац,60,,1900,933,1900,967,967,10,957,411,546
70106,Вождовац,61,,1819,990,1819,829,829,6,823,499,324
70106,Вождовац,62,,2075,1092,2075,983,983,5,978,504,474
70106,Вождовац,63,,2348,1157,2348,1191,1191,14,1177,576,601
70106,Вождовац,64,,1465,769,1465,696,696,8,688,375,313
70106,Вождовац,65,,1818,955,1818,863,863,15,848,483,365
70106,Вождовац,66,,1515,717,1515,798,798,6,792,377,415
70106,Вождовац,67,,2143,1228,2143,915,915,16,899,520,379
70106,Вождовац,68,,1670,931,1670,739,738,10,728,361,367
70106,Вождовац,69,,1409,841,1411,568,568,10,558,309,249
70106,Вождовац,70,,1240,772,1240,468,468,8,460,253,207
70106,Вождовац,71,,1625,982,1625,643,643,6,637,363,274
70106,Вождовац,72,,1189,638,1189,551,551,7,544,291,253
70106,Вождовац,73,,1585,929,1585,656,656,6,650,400,250
70106,Вождовац,74,,1050,593,1050,457,457,7,450,244,206
70106,Вождовац,75,,386,224,386,162,162,3,159,99,60
70106,Вождовац,76,,1482,686,1482,796,796,8,788,265,523
70106,Вождовац,77,,1752,907,1752,845,845,10,835,331,504
70106,Вождовац,78,,1633,749,1633,884,884,19,865,322,543
70106,Вождовац,79,,1364,619,1364,745,744,10,734,228,506
70106,Вождовац,80,,1151,634,1178,517,517,9,508,276,232
70106,Вождовац,81,,1226,674,1249,552,552,9,543,252,291
,Вождовац,,,142350,73436,142351,68914,68887,915,67972,25841,42131
70114,Врачар,1,,904,459,904,445,445,5,440,81,359
70114,Врачар,2,,1079,505,1079,574,574,5,569,105,464
70114,Врачар,3,,1007,468,1007,539,539,11,528,102,426
70114,Врачар,4,,988,529,988,459,459,7,452,107,345
70114,Врачар,5,,1044,469,1044,575,575,7,568,122,446
70114,Врачар,6,,974,427,974,547,547,10,537,127,410
70114,Врачар,7,,1195,591,1195,604,604,11,593,120,473
70114,Врачар,8,,796,368,796,428,428,9,419,118,301
70114,Врачар,9,,734,338,734,396,396,5,391,82,309
70114,Врачар,10,,947,493,947,454,454,10,444,106,338
70114,Врачар,11,,862,396,862,466,466,2,464,123,341
70114,Врачар,12,,739,347,739,392,392,3,389,87,302
70114,Врачар,13,,1003,419,1003,584,584,21,563,140,423
70114,Врачар,14,,860,418,860,442,442,9,433,88,345
70114,Врачар,15,,930,431,930,499,499,11,488,109,379
70114,Врачар,16,,999,440,999,559,559,5,554,127,427
70114,Врачар,17,,1122,558,1122,564,564,8,556,104,452
70114,Врачар,18,,1082,512,1082,570,570,7,563,133,430
70114,Врачар,19,,938,427,938,511,511,7,504,113,391
70114,Врачар,20,,1274,626,1274,648,648,10,638,154,484
70114,Врачар,21,,852,425,852,427,427,4,423,109,314
70114,Врачар,22,,772,382,772,390,390,4,386,84,302
70114,Врачар,23,,1060,453,1060,607,607,9,598,125,473
70114,Врачар,24,,854,381,854,473,473,6,467,115,352
70114,Врачар,25,,1138,522,1138,616,616,5,611,131,480
70114,Врачар,26,,1160,547,1161,613,613,3,610,147,463
70114,Врачар,27,,1002,532,1002,470,470,9,461,121,340
70114,Врачар,28,,963,459,963,504,504,3,501,109,392
70114,Врачар,29,,1124,595,1124,529,529,3,526,121,405
70114,Врачар,30,,967,488,967,479,479,7,472,76,396
70114,Врачар,31,,1008,535,1008,473,473,6,467,140,327
70114,Врачар,32,,853,397,853,456,456,8,448,87,361
70114,Врачар,33,,804,386,804,418,418,3,415,106,309
70114,Врачар,34,,902,416,902,486,486,1,485,91,394
70114,Врачар,35,,1126,587,1126,539,539,7,532,106,426
70114,Врачар,36,,1274,645,1274,629,629,10,619,138,481
70114,Врачар,37,,790,336,790,454,454,7,447,115,332
70114,Врачар,38,,868,381,868,487,487,8,479,98,381
70114,Врачар,39,,949,464,949,485,485,10,475,100,375
70114,Врачар,40,,1141,650,1141,491,491,7,484,118,366
70114,Врачар,41,,1097,544,1097,553,553,10,543,152,391
70114,Врачар,42,,960,479,960,481,481,7,474,151,323
70114,Врачар,43,,1105,554,1105,551,551,3,548,156,392
70114,Врачар,44,,1364,695,1364,669,669,6,663,222,441
70114,Врачар,45,,1166,585,1166,581,581,7,574,150,424
70114,Врачар,46,,1104,583,1104,521,521,3,518,158,360
70114,Врачар,47,,1825,843,1825,982,982,14,968,237,731
70114,Врачар,48,,1395,688,1395,707,707,6,701,180,521
70114,Врачар,49,,1087,559,1087,528,528,7,521,133,388
70114,Врачар,50,,1060,480,1060,580,580,17,563,104,459
70114,Врачар,51,,917,444,917,473,473,5,468,121,347
70114,Врачар,52,,1019,470,1019,549,549,8,541,130,411
70114,Врачар,53,,926,491,926,435,435,7,428,101,327
70114,Врачар,54,,1050,527,1050,523,523,4,519,101,418
70114,Врачар,55,,1126,571,1126,555,555,7,548,134,414
70114,Врачар,56,,1021,485,1021,536,535,6,529,148,381
70114,Врачар,57,,1227,641,1227,586,586,5,581,127,454
70114,Врачар,58,,1094,570,1094,524,524,7,517,119,398
70114,Врачар,59,,886,406,886,480,480,8,472,102,370
70114,Врачар,60,,1579,778,1579,801,801,9,792,195,597
,Врачар,,,62092,30195,62093,31897,31896,429,31467,7406,24061
70122,Гроцка,1,,1746,1194,1746,552,551,5,546,328,218
70122,Гроцка,2,,1276,860,1276,416,416,3,413,241,172
70122,Гроцка,3,,1701,852,1701,849,849,17,832,436,396
70122,Гроцка,4,,1507,789,1507,718,718,10,708,369,339
70122,Гроцка,5,,1395,657,1395,738,738,6,732,419,313
70122,Гроцка,6,,834,490,835,344,344,1,343,172,171
70122,Гроцка,7,,2301,1258,2301,1043,1043,6,1037,559,478
70122,Гроцка,8,,2362,1474,2362,888,887,7,880,395,485
70122,Гроцка,9,,1806,1007,1806,799,799,7,792,367,425
70122,Гроцка,10,,1692,1026,1692,666,666,8,658,336,322
70122,Гроцка,11,,1674,1060,1674,614,614,7,607,369,238
70122,Гроцка,12,,1749,1026,1749,723,723,15,708,348,360
70122,Гроцка,13,,1696,810,1696,886,886,11,875,488,387
70122,Гроцка,14,,1823,977,1823,846,846,13,833,420,413
70122,Гроцка,15,,1992,1017,1993,975,975,16,959,473,486
70122,Гроцка,16,,1720,862,1720,858,858,13,845,468,377
70122,Гроцка,17,,1306,918,1306,388,388,2,386,229,157
70122,Гроцка,18,,291,139,291,152,152,2,150,95,55
70122,Гроцка,19,,1808,1115,1808,693,692,8,684,385,299
70122,Гроцка,20,,2114,1148,2114,966,966,8,958,579,379
70122,Гроцка,21,,2476,1360,2476,1116,1115,9,1106,640,466
70122,Гроцка,22,,2182,1198,2182,984,984,10,974,624,350
70122,Гроцка,23,,1997,1091,1997,906,905,6,899,610,289
70122,Гроцка,24,,2142,1171,2142,971,971,12,959,547,412
70122,Гроцка,25,,2260,1216,2260,1044,1044,5,1039,582,457
70122,Гроцка,26,,2076,1098,2076,978,978,4,974,623,351
70122,Гроцка,27,,1807,970,1807,837,837,6,831,572,259
70122,Гроцка,28,,944,563,944,381,381,4,377,246,131
70122,Гроцка,29,,2144,1300,2144,844,844,3,841,511,330
70122,Гроцка,30,,2442,1392,2442,1050,1050,12,1038,630,408
70122,Гроцка,31,,2458,1533,2458,925,925,2,923,644,279
70122,Гроцка,32,,1166,707,1166,459,459,7,452,266,186
70122,Гроцка,33,,1815,1140,1815,675,675,8,667,362,305
70122,Гроцка,34,,1268,774,1268,494,494,11,483,261,222
70122,Гроцка,35,,1258,874,1258,384,384,8,376,203,173
,Гроцка,,,61228,35066,61230,26162,26157,272,25885,14797,11088
70149,Звездара,1,,2019,973,2019,1046,1046,10,1036,265,771
70149,Звездара,2,,1933,877,1933,1056,1056,10,1046,276,770
70149,Звездара,3,,1540,732,1540,808,808,18,790,200,590
70149,Звездара,4,,1281,648,1281,633,632,11,621,170,451
70149,Звездара,5,,2211,1094,2211,1117,1117,13,1104,363,741
70149,Звездара,6,,1313,714,1313,599,598,3,595,200,395
70149,Звездара,7,,1120,566,1121,554,554,2,552,163,389
70149,Звездара,8,,2205,1139,2205,1066,1066,14,1052,287,765
70149,Звездара,9,,1803,1001,1805,802,802,7,795,278,517
70149,Звездара,10,,1136,626,1136,510,510,6,504,161,343
70149,Звездара,11,,1798,893,1798,905,905,12,893,344,549
70149,Звездара,12,,1511,774,1511,737,737,16,721,236,485
70149,Звездара,13,,1526,928,1526,598,598,5,593,254,339
70149,Звездара,14,,1160,688,1160,472,472,5,467,249,218
70149,Звездара,15,,1225,579,1225,646,646,11,635,182,453
70149,Звездара,16,,1393,800,1393,593,593,2,591,210,381
70149,Звездара,17,,2221,1093,2221,1128,1128,18,1110,333,777
70149,Звездара,18,,1605,756,1606,849,847,12,835,201,634
70149,Звездара,19,,1033,514,1034,519,519,3,516,140,376
70149,Звездара,20,,1939,950,1939,989,989,14,975,290,685
70149,Звездара,21,,1305,554,1305,751,751,4,747,161,586
70149,Звездара,22,,1616,774,1616,842,842,6,836,252,584
70149,Звездара,23,,2084,1022,2086,1062,1060,9,1051,252,799
70149,Звездара,24,,1688,803,1688,885,885,14,871,220,651
70149,Звездара,25,,1010,596,1010,414,414,3,411,163,248
